entry	scowlSize	tags	partOfSpeech	posClass	sourceLineNumber	scowlInfo
-	50		n	abbr?	32226	50 hacker
-	65		n	abbr?	73385	65
-	50		n	abbr?	232162	50 hacker
-	65		m	abbr?	238851	65
-	80	ucacr	n	abbr?	299053	80 [ucacr]
-	65		n	abbr?	315630	65
-	50		n	abbr?	357167	50 hacker
-A.D.	80	moby	abbr		3442	80 [moby]
-a.m.	80	moby	abbr		10688	80 [moby]
-A.M.	80	moby	abbr		10690	80 [moby]
-ab	60		abbr		87	60
-ABC	85	ukacd	abbr		274	85 [ukacd]
-adj.	70	3of6	unclassified	abbr?	3986	70 [3of6]
-adv.	70	3of6	unclassified	abbr?	4628	70 [3of6]
-AFAIK	50		n	abbr?	5403	50 hacker
-Ala.	80	moby	abbr		7742	80 [moby]
-anon	50		abbr		14611	50
-anon.	80	moby	abbr		14615	80 [moby]
-app	50	+	abbr		17953	50 [+]
-approx.	70	3of6	unclassified	abbr?	18524	70 [3of6]
-Apr.	70	3of6	unclassified	abbr?	18562	70 [3of6]
-apt.	70	3of6	unclassified	abbr?	18637	70 [3of6]
-Ar	80		abbr		18889	80
-Ark.	80	moby	abbr		20487	80 [moby]
-arr.	70	3of6	unclassified	abbr?	20929	70 [3of6]
-Assn.	70	3of6	unclassified	abbr?	22747	70 [3of6]
-asst.	70	3of6	unclassified	abbr?	22839	70 [3of6]
-attn.	70	3of6	unclassified	abbr?	24380	70 [3of6]
-Aug.	70	3of6	unclassified	abbr?	24776	70 [3of6]
-Ave.	70	3of6	unclassified	abbr?	26074	70 [3of6]
-b.	70	3of6	unclassified	abbr?	27061	70 [3of6]
-B.A.	80	moby	abbr		27079	80 [moby]
-B.C.	80	moby	abbr		32234	80 [moby]
-B.C.E.	80	moby	abbr		32240	80 [moby]
-B.Ed.	70	3of6	unclassified	abbr?	32997	70 [3of6]
-B.O.	80	moby	abbr		41564	80 [moby]
-B.S.	70	3of6	unclassified	abbr?	48711	70 [3of6]
-B.Sc.	70	3of6	unclassified	abbr?	48727	70 [3of6]
-B.T.U.	80	moby	abbr		48753	80 [moby]
-Bart	85	ukacd	abbr		30943	85 [ukacd]
-bldg.	70	3of6	unclassified	abbr?	40080	70 [3of6]
-Blvd.	70	3of6	unclassified	abbr?	41519	70 [3of6]
-bps	60		abbr		45030	60
-Br	80		abbr		45042	80
-Br.	70	3of6	unclassified	abbr?	45038	70 [3of6]
-bro	60		abbr		47398	60
-Bros.	70	3of6	unclassified	abbr?	48061	70 [3of6]
-c.	70	3of6	unclassified	abbr?	51839	70 [3of6]
-C.E.	80	moby	abbr		59961	80 [moby]
-C.O.D.	80	moby	abbr		72437	80 [moby]
-ca.	70	3of6	unclassified	abbr?	51853	70 [3of6]
-Calif.	80	moby	abbr		53220	80 [moby]
-Capt.	70	3of6	unclassified	abbr?	55862	70 [3of6]
-cc	35		abbr		59907	35
-cent.	70	3of6	unclassified	abbr?	60547	70 [3of6]
-cert.	70	3of6	unclassified	abbr?	61281	70 [3of6]
-cf.	80	moby	abbr		61552	80 [moby]
-ch.	70	3of6	unclassified	abbr?	61575	70 [3of6]
-chap.	70	3of6	unclassified	abbr?	62499	70 [3of6]
-cl	60		abbr		68860	60
-cm	40		abbr		71361	40
-Cmdr.	70	3of6	unclassified	abbr?	71371	70 [3of6]
-Co	80		abbr		71430	80
-Co.	70	3of6	unclassified	abbr?	71426	70 [3of6]
-col.	70	3of6	unclassified	abbr?	73376	70 [3of6]
-Col.	70	3of6	unclassified	abbr?	73378	70 [3of6]
-Colo.	80	moby	abbr		74116	80 [moby]
-cont.	70	3of6	unclassified	abbr?	79641	70 [3of6]
-contd.	70	3of6	unclassified	abbr?	79742	70 [3of6]
-Corp.	70	3of6	unclassified	abbr?	82612	70 [3of6]
-cos	60		abbr		83251	60
-Cpl.	70	3of6	unclassified	abbr?	85564	70 [3of6]
-cps	60		abbr		85570	60
-ct.	70	3of6	unclassified	abbr?	89006	70 [3of6]
-cu.	70	3of6	unclassified	abbr?	89050	70 [3of6]
-cwt	60		abbr		90852	60
-d.	70	3of6	unclassified	abbr?	91838	70 [3of6]
-D.	70	3of6	unclassified	abbr?	91840	70 [3of6]
-D.A.	80	moby	abbr		91853	80 [moby]
-D.C.	80	moby	abbr		93967	80 [moby]
-d.o.b.	70	3of6	unclassified	abbr?	108264	70 [3of6]
-Dec.	70	3of6	unclassified	abbr?	94746	70 [3of6]
-deg.	70	3of6	unclassified	abbr?	96605	70 [3of6]
-Del.	80	moby	abbr		97018	80 [moby]
-Dem.	70	3of6	unclassified	abbr?	97570	70 [3of6]
-dep.	70	3of6	unclassified	abbr?	98760	70 [3of6]
-dept.	70	3of6	unclassified	abbr?	99202	70 [3of6]
-div.	70	3of6	unclassified	abbr?	107735	70 [3of6]
-doz.	70	3of6	unclassified	abbr?	111173	70 [3of6]
-Dr.	80	moby	abbr		111233	80 [moby]
-E.	70	3of6	unclassified	abbr?	115013	70 [3of6]
-e.g.	80	moby	abbr		117284	80 [moby]
-ed.	70	3of6	unclassified	abbr?	116533	70 [3of6]
-emf	60		abbr		120036	60
-enc.	70	3of6	unclassified	abbr?	120757	70 [3of6]
-encl.	70	3of6	unclassified	abbr?	120950	70 [3of6]
-Eng.	70	3of6	unclassified	abbr?	121862	70 [3of6]
-esp.	70	3of6	unclassified	abbr?	125959	70 [3of6]
-Esq.	70	3of6	unclassified	abbr?	126041	70 [3of6]
-est.	70	3of6	unclassified	abbr?	126158	70 [3of6]
-et al.	80	moby	abbr		126489	80 [moby]
-etc.	80	moby	abbr		126510	80 [moby]
-ext.	70	3of6	unclassified	abbr?	130467	70 [3of6]
-f.	70	3of6	unclassified	abbr?	131370	70 [3of6]
-Feb.	70	3of6	unclassified	abbr?	134296	70 [3of6]
-fem.	70	3of6	unclassified	abbr?	134858	70 [3of6]
-fig.	70	3of6	unclassified	abbr?	136494	70 [3of6]
-fl. oz.	70	3of6	unclassified	abbr?	140343	70 [3of6]
-Fla.	80	moby	abbr		138454	80 [moby]
-Fr.	70	3of6	unclassified	abbr?	144078	70 [3of6]
-Fri.	70	3of6	unclassified	abbr?	145514	70 [3of6]
-ft.	70	3of6	unclassified	abbr?	146619	70 [3of6]
-ftp	80	lcacr	abbr		146630	80 [lcacr]
-ftping	80	lcacr	abbr		146638	80 [lcacr]
-FUD	50		n	abbr?	146717	50 hacker
-fwd.	70	3of6	unclassified	abbr?	148021	70 [3of6]
-g	40		abbr		148065	40
-G.I.	80	moby	abbr		153104	80 [moby]
-G.P.	70	3of6	unclassified	abbr?	158084	70 [3of6]
-Ga	80		abbr		148081	80
-Ga.	80	moby	abbr		148083	80 [moby]
-gal.	70	3of6	unclassified	abbr?	148462	70 [3of6]
-Gb	80		abbr		150890	80
-gen	60		abbr		151306	60
-Gen.	70	3of6	unclassified	abbr?	151310	70 [3of6]
-gm	50		abbr		155731	50
-gov.	70	3of6	unclassified	abbr?	157953	70 [3of6]
-Gov.	70	3of6	unclassified	abbr?	157955	70 [3of6]
-govt.	70	3of6	unclassified	abbr?	158021	70 [3of6]
-H.E.	70	3of6	unclassified	abbr?	167846	70 [3of6]
-H.I.	80	moby	abbr		172280	80 [moby]
-H.P.	80	moby	abbr		178261	80 [moby]
-ha	60		abbr		163384	60
-Hon.	70	3of6	unclassified	abbr?	176016	70 [3of6]
-hr.	70	3of6	unclassified	abbr?	178276	70 [3of6]
-ht.	70	3of6	unclassified	abbr?	178319	70 [3of6]
-I.D.	80	moby	abbr		182668	80 [moby]
-i.e.	80	moby	abbr		183090	80 [moby]
-I.W.W.	80	moby	abbr		197412	80 [moby]
-Ia.	80	moby	abbr		182029	80 [moby]
-ib.	80	moby	abbr		182103	80 [moby]
-ibid.	80	moby	abbr		182137	80 [moby]
-Ill.	80	moby	abbr		183401	80 [moby]
-in.	70	3of6	unclassified	abbr?	185846	70 [3of6]
-Inc.	70	3of6	unclassified	abbr?	186238	70 [3of6]
-incl.	70	3of6	unclassified	abbr?	186594	70 [3of6]
-Ind.	80	moby	abbr		187403	80 [moby]
-ins.	70	3of6	unclassified	abbr?	190824	70 [3of6]
-Inst.	70	3of6	unclassified	abbr?	191359	70 [3of6]
-int.	70	3of6	unclassified	abbr?	191784	70 [3of6]
-Is.	70	3of6	unclassified	abbr?	196175	70 [3of6]
-J.P.	70	3of6	unclassified	abbr?	200895	70 [3of6]
-Jan.	70	3of6	unclassified	abbr?	198240	70 [3of6]
-Jr.	70	3of6	unclassified	abbr?	200913	70 [3of6]
-Jul.	70	3of6	unclassified	abbr?	201298	70 [3of6]
-Jun.	70	3of6	unclassified	abbr?	201479	70 [3of6]
-kc	50		abbr		203216	50
-kg	40		abbr		204302	40
-km	40		abbr		206083	40
-kph	60		abbr		207133	60
-kt	60		abbr		207420	60
-l.	70	3of6	unclassified	abbr?	207869	70 [3of6]
-L.	70	3of6	unclassified	abbr?	207871	70 [3of6]
-L.A.	80	moby	abbr		207892	80 [moby]
-La.	80	moby	abbr		207890	80 [moby]
-lat.	70	3of6	unclassified	abbr?	210903	70 [3of6]
-lb.	70	3of6	unclassified	abbr?	212001	70 [3of6]
-lbs.	70	3of6	unclassified	abbr?	212011	70 [3of6]
-Ld.	80	moby	abbr		212029	80 [moby]
-Lieut.	70	3of6	unclassified	abbr?	215412	70 [3of6]
-lit.	70	3of6	unclassified	abbr?	217471	70 [3of6]
-Lt.	70	3of6	unclassified	abbr?	221205	70 [3of6]
-Ltd.	80	moby	abbr		221221	80 [moby]
-m.	70	3of6	unclassified	abbr?	223041	70 [3of6]
-M.A.	70	3of6	unclassified	abbr?	223055	70 [3of6]
-M.B.A.	80	moby	abbr		230628	80 [moby]
-M.D.	80	moby	abbr		230986	80 [moby]
-M.M.	80	moby	abbr		240690	80 [moby]
-M.O.	70	3of6	unclassified	abbr?	240750	70 [3of6]
-M.S.	80	moby	abbr		245717	80 [moby]
-Mar.	70	3of6	unclassified	abbr?	227354	70 [3of6]
-masc.	70	3of6	unclassified	abbr?	228867	70 [3of6]
-max.	70	3of6	unclassified	abbr?	230245	70 [3of6]
-Md.	80	moby	abbr		230984	80 [moby]
-Me.	80	moby	abbr		231005	80 [moby]
-Messrs.	70	3of6	unclassified	abbr?	234392	70 [3of6]
-mfg.	70	3of6	unclassified	abbr?	235495	70 [3of6]
-mg	40		abbr		235504	40
-mi.	70	3of6	unclassified	abbr?	235537	70 [3of6]
-Mich.	80	moby	abbr		235641	80 [moby]
-min.	70	3of6	unclassified	abbr?	237929	70 [3of6]
-Minn.	80	moby	abbr		238462	80 [moby]
-misc.	70	3of6	unclassified	abbr?	239058	70 [3of6]
-Miss.	80	moby	abbr		239943	80 [moby]
-ml	40		abbr		240668	40
-mm	40		abbr		240680	40
-Mo.	80	moby	abbr		240754	80 [moby]
-Mon.	70	3of6	unclassified	abbr?	241837	70 [3of6]
-Mont.	80	moby	abbr		243215	80 [moby]
-mph	40		abbr		245659	40
-Mr.	80	moby	abbr		245673	80 [moby]
-Mrs.	80	moby	abbr		245689	80 [moby]
-ms.	70	3of6	unclassified	abbr?	245703	70 [3of6]
-Ms.	80	moby	abbr		245713	80 [moby]
-Mt.	70	3of6	unclassified	abbr?	245757	70 [3of6]
-n.	70	3of6	unclassified	abbr?	249123	70 [3of6]
-N.A.	70	3of6	unclassified	abbr?	249137	70 [3of6]
-N.B.	80	moby	abbr		250966	80 [moby]
-N.C.	80	moby	abbr		250976	80 [moby]
-N.J.	80	moby	abbr		255216	80 [moby]
-N.Y.	80	moby	abbr		261486	80 [moby]
-neg.	70	3of6	unclassified	abbr?	251614	70 [3of6]
-Nev.	80	moby	abbr		253330	80 [moby]
-No.	70	3of6	unclassified	abbr?	255252	70 [3of6]
-nos.	70	3of6	unclassified	abbr?	259737	70 [3of6]
-Nov.	70	3of6	unclassified	abbr?	260297	70 [3of6]
-O.E.D.	80	moby	abbr		263591	80 [moby]
-Oct.	70	3of6	unclassified	abbr?	263015	70 [3of6]
-OD	80	ucacr	v	abbr?	263268	80 [ucacr]
-Okla.	80	moby	abbr		264463	80 [moby]
-op	50	ukacd	abbr		266244	50 hacker 85 [ukacd]
-op. cit.	70	3of6	unclassified	abbr?	266304	70 [3of6]
-oz.	80	moby	abbr		273660	80 [moby]
-p.	70	3of6	unclassified	abbr?	273748	70 [3of6]
-p.a.	80	moby	abbr		273768	80 [moby]
-P.A.	80	moby	abbr		273772	80 [moby]
-P.E.	80	moby	abbr		280501	80 [moby]
-p.m.	80	moby	abbr		293737	80 [moby]
-P.M.	80	moby	abbr		293739	80 [moby]
-P.O.	80	moby	abbr		293848	80 [moby]
-p.p.	70	3of6	unclassified	abbr?	299044	70 [3of6]
-P.S.	70	3of6	unclassified	abbr?	306713	70 [3of6]
-Pa.	80	moby	abbr		273770	80 [moby]
-par.	70	3of6	unclassified	abbr?	276745	70 [3of6]
-pct.	70	3of6	unclassified	abbr?	280465	70 [3of6]
-pg.	70	3of6	unclassified	abbr?	285748	70 [3of6]
-phys. ed.	70	3of6	unclassified	abbr?	288248	70 [3of6]
-pkg.	70	3of6	unclassified	abbr?	291332	70 [3of6]
-pl.	70	3of6	unclassified	abbr?	291352	70 [3of6]
-PM	50		v	abbr?	293741	50 hacker
-pop.	70	3of6	unclassified	abbr?	296450	70 [3of6]
-poss.	70	3of6	unclassified	abbr?	297341	70 [3of6]
-pp.	70	3of6	unclassified	abbr?	299042	70 [3of6]
-pres.	70	3of6	unclassified	abbr?	301532	70 [3of6]
-prof	60		abbr		303996	60
-Prof.	70	3of6	unclassified	abbr?	303998	70 [3of6]
-psi	60		abbr		306998	60
-pt.	70	3of6	unclassified	abbr?	307486	70 [3of6]
-Pt.	70	3of6	unclassified	abbr?	307490	70 [3of6]
-Pvt.	70	3of6	unclassified	abbr?	309673	70 [3of6]
-Q.E.D.	70	3of6	unclassified	abbr?	310457	70 [3of6]
-q.v.	70	3of6	unclassified	abbr?	312512	70 [3of6]
-qt.	70	3of6	unclassified	abbr?	310523	70 [3of6]
-R.	70	3of6	unclassified	abbr?	312528	70 [3of6]
-R.C.	80	moby	abbr		315640	80 [moby]
-R.I.	80	moby	abbr		326087	80 [moby]
-R.I.P.	70	3of6	unclassified	abbr?	327388	70 [3of6]
-R.R.	70	3of6	unclassified	abbr?	330879	70 [3of6]
-R.S.V.P.	70	3of6	unclassified	abbr?	330909	70 [3of6]
-rbi	80	lcacr	abbr		315632	80 [lcacr]
-Rd.	70	3of6	unclassified	abbr?	315674	70 [3of6]
-recd.	70	3of6	unclassified	abbr?	316694	70 [3of6]
-ref.	70	3of6	unclassified	abbr?	318901	70 [3of6]
-Rep.	70	3of6	unclassified	abbr?	321748	70 [3of6]
-Rev.	70	3of6	unclassified	abbr?	324615	70 [3of6]
-RFC	50		n	abbr?	325329	50 hacker
-rit.	80	moby	abbr		327607	80 [moby]
-rpm	35		abbr		330861	35
-Rte.	70	3of6	unclassified	abbr?	330920	70 [3of6]
-S.	70	3of6	unclassified	abbr?	332487	70 [3of6]
-S.D.	80	moby	abbr		340938	80 [moby]
-S.W.	70	3of6	unclassified	abbr?	378174	70 [3of6]
-Sat.	70	3of6	unclassified	abbr?	336355	70 [3of6]
-sec.	70	3of6	unclassified	abbr?	341652	70 [3of6]
-sen	60		abbr		344203	60
-Sep.	70	3of6	unclassified	abbr?	344673	70 [3of6]
-Sept.	70	3of6	unclassified	abbr?	344791	70 [3of6]
-Sgt.	70	3of6	unclassified	abbr?	346413	70 [3of6]
-sing.	70	3of6	unclassified	abbr?	351998	70 [3of6]
-Soc.	70	3of6	unclassified	abbr?	357335	70 [3of6]
-soph	60		abbr		359280	60
-sq.	70	3of6	unclassified	abbr?	364596	70 [3of6]
-Sr	80		abbr		365148	80
-Sr.	70	3of6	unclassified	abbr?	365146	70 [3of6]
-St.	70	3of6	unclassified	abbr?	365228	70 [3of6]
-std.	70	3of6	unclassified	abbr?	366909	70 [3of6]
-Sun.	70	3of6	unclassified	abbr?	375411	70 [3of6]
-Supt.	70	3of6	unclassified	abbr?	377270	70 [3of6]
-tbs.	70	3of6	unclassified	abbr?	384169	70 [3of6]
-tbsp.	70	3of6	unclassified	abbr?	384174	70 [3of6]
-tel.	70	3of6	unclassified	abbr?	385043	70 [3of6]
-Tenn.	80	moby	abbr		386252	80 [moby]
-Tex.	80	moby	abbr		387867	80 [moby]
-Thur.	70	3of6	unclassified	abbr?	390894	70 [3of6]
-Thurs.	70	3of6	unclassified	abbr?	390931	70 [3of6]
-tsp.	70	3of6	unclassified	abbr?	401327	70 [3of6]
-Tue.	70	3of6	unclassified	abbr?	401657	70 [3of6]
-Tues.	70	3of6	unclassified	abbr?	401663	70 [3of6]
-U.K.	80	moby	abbr		404285	80 [moby]
-U.N.	70	3of6	unclassified	abbr?	405070	70 [3of6]
-U.S.	80	moby	abbr		417476	80 [moby]
-U.S.A.	80	moby	abbr		417482	80 [moby]
-U.S.S.R.	70	3of6	unclassified	abbr?	417615	70 [3of6]
-Univ.	70	3of6	unclassified	abbr?	411173	70 [3of6]
-v.	70	3of6	unclassified	abbr?	417993	70 [3of6]
-V.P.	80	moby	abbr		424957	80 [moby]
-Va.	80	moby	abbr		418011	80 [moby]
-var	60		abbr		419115	60
-var.	80	moby	abbr		419123	80 [moby]
-viz.	80	moby	abbr		423961	80 [moby]
-vol.	70	3of6	unclassified	abbr?	424302	70 [3of6]
-vs.	70	3of6	unclassified	abbr?	424987	70 [3of6]
-Vt.	80	moby	abbr		425019	80 [moby]
-W.	70	3of6	unclassified	abbr?	425219	70 [3of6]
-W.C.	80	moby	abbr		428455	80 [moby]
-Wash.	80	moby	abbr		427084	80 [moby]
-Wed.	70	3of6	unclassified	abbr?	428935	70 [3of6]
-Wis.	80	moby	abbr		433768	80 [moby]
-wk.	70	3of6	unclassified	abbr?	434224	70 [3of6]
-wkly.	70	3of6	unclassified	abbr?	434228	70 [3of6]
-wpm	60		abbr		435962	60
-wt.	70	3of6	unclassified	abbr?	436376	70 [3of6]
-Wyo.	80	moby	abbr		436562	80 [moby]
-XML	70	3of6	unclassified	abbr?	437021	70 [3of6]
-yd.	70	3of6	unclassified	abbr?	437804	70 [3of6]
-yr.	70	3of6	unclassified	abbr?	438760	70 [3of6]
-yrs.	70	3of6	unclassified	abbr?	438774	70 [3of6]
a.	60		abbr		11	60
A.	60		abbr		13	60
A.A.	60		abbr		27	60
A.A.A.	80	moby	abbr		33	80 [moby]
A.B.	60		abbr		89	60
A.B.A.	70	moby	abbr		101	70 [moby]
a.c.	80	moby	abbr		1487	80 [moby]
A.C.	80	moby	abbr		1489	80 [moby]
A.D.C.	80	moby	abbr		3578	80 [moby]
a.f.	80	moby	abbr		5399	80 [moby]
A.F.	70	moby	abbr		5397	70 [moby]
A.F.A.M.	80	moby	abbr		5405	80 [moby]
A.G.	80	moby	abbr		6030	80 [moby]
A.H.	80	moby	abbr		6893	80 [moby]
A.I.	80	moby	abbr		6997	80 [moby]
A.I.A.	80	moby	abbr		7002	80 [moby]
A.I.D.	80	moby	abbr		7014	80 [moby]
a.k.a.	50		av	abbr?	7641	50
A.L.	80	moby	abbr		7728	80 [moby]
A.L.P.	80	moby	abbr		10079	80 [moby]
a.m.	50		aj	abbr?	10682	50
A.M.A.	60		abbr		10694	60
A.M.D.G.	80	moby	abbr		11158	80 [moby]
A.N.	80	moby	abbr		12320	80 [moby]
a.p.	80	moby	abbr		17164	80 [moby]
a.r.	80	moby	abbr		18887	80 [moby]
A.R.C.S.	80	moby	abbr		19764	80 [moby]
a.s.a.p.	60		abbr		21654	60
A.U.	80	moby	abbr		24533	80 [moby]
A.U.C.	80	moby	abbr		24570	80 [moby]
A.V.	80	moby	abbr		25972	80 [moby]
a.w.	80	moby	abbr		26452	80 [moby]
A.W.O.L.	80	moby	abbr		26637	80 [moby]
ABA	60		unclassified	abbr?	97	60
abbr	40		abbr		249	40
abbr.	40		abbr		248	40
abbrev.	60		abbr		251	60
ABD	70	5desk ucacr	n	abbr?	282	70 [5desk] 80 [ucacr]
abl.	80	moby	abbr		579	80 [moby]
abr.	80	moby	abbr		899	80 [moby]
ABTA	70	3of6	unclassified	abbr?	1369	70 [3of6]
ac	60		abbr		1483	60
acc.	70	moby	abbr		1668	70 [moby]
accel.	80	moby	abbr		1679	80 [moby]
acct	50		abbr		2125	50
acct.	50		abbr		2124	50
acpt.	80	moby	abbr		2803	80 [moby]
act	85	ukacd	abbr		3099	85 [ukacd]
ACT	40		unclassified	abbr?	3095	40
actg.	80	moby	abbr		3112	80 [moby]
ad val.	80	moby	abbr		4630	80 [moby]
ADC	60		unclassified	abbr?	3576	60
add.	80	moby	abbr		3584	80 [moby]
ADHD	60	3of6 extra	abbr		3873	60 [extra] 70 [3of6]
adj	50		abbr		3984	50
adj.	50		abbr		3983	50
adjt.	80	moby	abbr		4017	80 [moby]
ADM	60		unclassified	abbr?	4118	60
Adm.	60		abbr		4116	60
admin	85	ukacd	abbr		4135	85 [ukacd]
ADR	80	ucacr	n	abbr?	4411	80 [ucacr]
ADSL	70	3of6	unclassified	abbr?	4509	70 [3of6]
adv	50		abbr		4626	50
adv.	50		abbr		4625	50
advt	50		abbr		4885	50
advt.	50		abbr		4884	50
ae.	80	moby	abbr		4919	80 [moby]
aeron.	80	moby	abbr		5243	80 [moby]
aet.	80	moby	abbr		126454	80 [moby]
AF	60		unclassified	abbr?	5393	60
Af.	70	moby	abbr		5395	70 [moby]
AFAIK	50	extra	abbr		5401	50 [extra]
AFB	60		unclassified	abbr?	5413	60
AFDC	60		unclassified	abbr?	5417	60
AFN	60		unclassified	abbr?	5763	60
Afr.	60		abbr		5785	60
AFT	60		unclassified	abbr?	5888	60
agcy.	70	moby	abbr		6145	70 [moby]
AGI	60	+	n	abbr	6417	60 [+]
agr.	80	moby	abbr		6668	80 [moby]
agric.	80	moby	abbr		6732	80 [moby]
agron.	80	moby	abbr		6806	80 [moby]
AI	50	extra	abbr		6992	50 [extra]
aka	60		abbr		7643	60
al.	80	moby	abbr		7726	80 [moby]
Alas.	60		abbr		7918	60
Alb.	80	moby	abbr		7953	80 [moby]
Ald.	80	moby	abbr		8306	80 [moby]
alg.	70	moby	abbr		8642	70 [moby]
Alg.	80	moby	abbr		8644	80 [moby]
alk.	80	moby	abbr		9023	80 [moby]
alt	60		abbr		10268	60
alt.	60		abbr		10267	60
Alta.	60		abbr		10274	60
alter	85	ukacd	abbr		10328	85 [ukacd]
ALU	80	ucacr	unclassified	abbr?	10515	80 [ucacr]
alum.	80	moby	abbr		10528	80 [moby]
am	35		abbr		10676	35
Am.	50		abbr		10686	50
AMA	60		unclassified	abbr?	10692	60
Amer.	60		abbr		11297	60
amp	60		abbr		11917	60
amp.	60		abbr		11916	60
amt	50		abbr		12177	50
amt.	50		abbr		12176	50
an.	80	moby	abbr		12318	80 [moby]
anal.	80	moby	abbr		12514	80 [moby]
anat.	70	moby	abbr		12829	70 [moby]
AND	80	upper	unclassified	abbr?	13058	80 [upper]
Angl.	80	moby	abbr		13634	80 [moby]
anim.	80	moby	abbr		14008	80 [moby]
ann	85	ukacd	abbr		14258	85 [ukacd]
ann.	80	moby	abbr		14254	80 [moby]
anon.	50		aj	abbr?	14613	50
ans	60		abbr		14731	60
ANSI	50		n	abbr?	14768	50 hacker
ant	60		abbr		14812	60
ant.	60		abbr		14811	60
anthrop.	80	moby	abbr		15159	80 [moby]
anthropol.	80	moby	abbr		15208	80 [moby]
antiq.	80	moby	abbr		16439	80 [moby]
ANTU	80	upper	unclassified	abbr?	16980	80 [upper]
AOB	70	3of6	unclassified	abbr?	17117	70 [3of6]
APB	60		unclassified	abbr?	17255	60
API	50	extra	abbr		17447	50 [extra]
APO	50		unclassified	abbr?	17550	50
Apoc.	80	moby	abbr		17558	80 [moby]
app.	70	moby	abbr		17955	70 [moby]
approx	40		abbr		18522	40
approx.	40		abbr		18521	40
APR	60		unclassified	abbr?	18560	60
Apr.	40		abbr		18556	40
apt.	40		abbr		18635	40
ar	85	ukacd	abbr		18893	85 [ukacd]
ar.	80	moby	abbr		18885	80 [moby]
Ar.	80	moby	abbr		18891	80 [moby]
Arab.	80	moby	abbr		18899	80 [moby]
ARC	60		unclassified	abbr?	19317	60
arch.	70	moby	abbr		19385	70 [moby]
Arch.	80	moby	abbr		19389	80 [moby]
archaeol.	80	moby	abbr		19401	80 [moby]
archit.	80	moby	abbr		19658	80 [moby]
archt.	80	moby	abbr		19734	80 [moby]
Arg.	80	moby	abbr		20035	80 [moby]
Ariz.	50		abbr		20465	50
Arm.	80	moby	abbr		20553	80 [moby]
arr	60		abbr		20925	60
arr.	60		abbr		20927	60
art	60		abbr		21207	60
art.	60		abbr		21206	60
asap	60		abbr		21652	60
ASDIC	80	upper	unclassified	abbr?	21859	80 [upper]
ASPCA	60		unclassified	abbr?	22241	60
assn	40		abbr		22745	40
assn.	40		abbr		22744	40
assoc	40		abbr		22750	40
assoc.	40		abbr		22749	40
Assoc.	70	3of6	unclassified	abbr?	22752	70 [3of6]
asst	40		abbr		22837	40
asst.	40		abbr		22836	40
Assyr.	80	moby	abbr		22921	80 [moby]
astr.	80	moby	abbr		23110	80 [moby]
astrol.	80	moby	abbr		23213	80 [moby]
at.	80	moby	abbr		23429	80 [moby]
at. no.	60		abbr		23881	60
at. wt.	60		abbr		24519	60
ATM	50	extra	abbr		23832	50 [extra]
atm.	80	moby	abbr		23834	80 [moby]
att.	70	moby	abbr		24111	70 [moby]
Att. Gen.	80	moby	abbr		24284	80 [moby]
attn	60		abbr		24376	60
attn.	60		abbr		24375	60
Attn.	60		abbr		24378	60
attrib.	70	moby	abbr		24441	70 [moby]
atty	40		abbr		24500	40
atty.	40		abbr		24499	40
AUD	60	extra	abbr		24599	60 [extra]
aud.	80	moby	abbr		24601	80 [moby]
AuDHD	60	+	abbr		24621	60 [+]
aug.	80	moby	abbr		24778	80 [moby]
Aug.	40		abbr		24772	40
Aus.	80	moby	abbr		25065	80 [moby]
Aust.	80	moby	abbr		25112	80 [moby]
Austral.	80	moby	abbr		25152	80 [moby]
auth.	70	moby	abbr		25277	70 [moby]
Auth. Ver.	80	moby	abbr		25353	80 [moby]
auto	85	ukacd	abbr		25374	85 [ukacd]
auto.	80	moby	abbr		25372	80 [moby]
aux	60		abbr		25917	60
aux.	60		abbr		25919	60
av	60		abbr		25970	60
AV	40		unclassified	abbr?	25964	40
av.	60		abbr		25969	60
avdp	50		abbr		26063	50
avdp.	50		abbr		26062	50
ave	60		abbr		26068	60
ave.	60		abbr		26067	60
Ave.	40		abbr		26065	40
avg	50		abbr		26215	50
avg.	50		abbr		26214	50
AVI	60	extra	unclassified	abbr?	26223	60 [extra]
avn.	80	moby	abbr		26345	80 [moby]
avoir.	80	moby	abbr		26387	80 [moby]
ax.	80	moby	abbr		26662	80 [moby]
b.	60		abbr		27059	60
B.A.A.	80	moby	abbr		27085	80 [moby]
B.Arch.	80	moby	abbr		30197	80 [moby]
B.B.C.	80	moby	abbr		32214	80 [moby]
B.C.L.	80	moby	abbr		32248	80 [moby]
B.Ch.	80	moby	abbr		32246	80 [moby]
B.D.	80	moby	abbr		32256	80 [moby]
B.D.S.	80	moby	abbr		32267	80 [moby]
B.E.	70	moby	abbr		32275	70 [moby]
B.E.F.	80	moby	abbr		33530	80 [moby]
B.E.M.	80	moby	abbr		34545	80 [moby]
B.Ed.	70	moby	abbr		32999	70 [moby]
b.f.	80	moby	abbr		36337	80 [moby]
B.L.	80	moby	abbr		39116	80 [moby]
B.Litt.	80	moby	abbr		40500	80 [moby]
B.M.	80	moby	abbr		41539	80 [moby]
B.Mus.	80	moby	abbr		41548	80 [moby]
b.o.	70	moby	abbr		41562	70 [moby]
B.O.D.	80	moby	abbr		41881	80 [moby]
b.p.	80	moby	abbr		45020	80 [moby]
