senseId	entryId	lemma	partOfSpeech	synsetId	subcat
oewn-felspar__1.27.00..	oewn-felspar-n	felspar	n	oewn-14889112-n	
oewn-felt__1.06.00..	oewn-felt-n	felt	n	oewn-03331740-n	
oewn-felt__2.30.00..	oewn-felt-v	felt	v	oewn-00566669-v	vii
oewn-felt__2.35.00..	oewn-felt-v	felt	v	oewn-01319615-v	vtai
oewn-felt__2.35.01..	oewn-felt-v	felt	v	oewn-01465841-v	vtii
oewn-felt_fern__1.20.00..	oewn-felt_fern-n	felt fern	n	oewn-13199182-n	
oewn-felt_fungus__1.20.00..	oewn-felt_fungus-n	felt fungus	n	oewn-13090533-n	
oewn-felt_hat__1.06.00..	oewn-felt_hat-n	felt hat	n	oewn-03330886-n	
oewn-felt_tip__1.06.00..	oewn-felt_tip-n	felt tip	n	oewn-03331893-n	
oewn-felt_up__2.30.00..	oewn-felt_up-v	felt up	v	oewn-00566669-v	vii
oewn-felt--tip_pen__1.06.00..	oewn-felt-tip_pen-n	felt-tip pen	n	oewn-03331893-n	
oewn-felt--tipped_pen__1.06.00..	oewn-felt-tipped_pen-n	felt-tipped pen	n	oewn-03331893-n	
oewn-felted__5.00.00.unwoven.00	oewn-felted-a	felted	a	oewn-02590564-s	
oewn-felucca__1.06.00..	oewn-felucca-n	felucca	n	oewn-03332078-n	
oewn-felwort__1.20.00..	oewn-felwort-n	felwort	n	oewn-12316562-n	
oewn-fema__1.14.00..	oewn-FEMA-n	FEMA	n	oewn-08140952-n	
oewn-female__1.05.00..	oewn-female-n			oewn-01323363-n	
oewn-female__1.18.00..	oewn-female-n			oewn-09642198-n	
oewn-female__3.00.00..	oewn-female-a			oewn-01481113-a	
oewn-female__5.00.01.female.00	oewn-female-a			oewn-01481489-s	
oewn-female__5.00.02.feminine.01	oewn-female-a			oewn-01487758-s	
oewn-female_aristocrat__1.18.00..	oewn-female_aristocrat-n	female aristocrat	n	oewn-10103592-n	
oewn-female_body__1.08.00..	oewn-female_body-n	female body	n	oewn-05227197-n	
oewn-female_bonding__1.24.00..	oewn-female_bonding-n	female bonding	n	oewn-13804420-n	
oewn-female_chest__1.08.00..	oewn-female_chest-n	female chest	n	oewn-05559127-n	
oewn-female_child__1.18.00..	oewn-female_child-n	female child	n	oewn-10104064-n	
oewn-female_circumcision__1.04.00..	oewn-female_circumcision-n	female circumcision	n	oewn-00670398-n	
oewn-female_genital_organ__1.08.00..	oewn-female_genital_organ-n	female genital organ	n	oewn-05522061-n	
oewn-female_genitalia__1.08.00..	oewn-female_genitalia-n	female genitalia	n	oewn-05522061-n	
oewn-female_genitals__1.08.00..	oewn-female_genitals-n	female genitals	n	oewn-05522061-n	
oewn-female_horse__1.05.00..	oewn-female_horse-n	female horse	n	oewn-02380132-n	
oewn-female_internal_reproductive_organ__1.08.00..	oewn-female_internal_reproductive_organ-n	female internal reproductive organ	n	oewn-05522368-n	
oewn-female_mammal__1.05.00..	oewn-female_mammal-n	female mammal	n	oewn-01865040-n	
oewn-female_monarch__1.18.00..	oewn-female_monarch-n	female monarch	n	oewn-10518940-n	
oewn-female_offspring__1.18.00..	oewn-female_offspring-n	female offspring	n	oewn-10103812-n	
oewn-female_parent__1.18.00..	oewn-female_parent-n	female parent	n	oewn-10352098-n	
oewn-female_person__1.18.00..	oewn-female_person-n	female person	n	oewn-09642198-n	
oewn-female_reproductive_system__1.08.00..	oewn-female_reproductive_system-n	female reproductive system	n	oewn-05521180-n	
oewn-female_sibling__1.18.00..	oewn-female_sibling-n	female sibling	n	oewn-10103950-n	
oewn-femaleness__1.07.00..	oewn-femaleness-n			oewn-05016127-n	
oewn-feminine__1.10.00..	oewn-feminine-n			oewn-06339989-n	
oewn-feminine__3.00.01..	oewn-feminine-a			oewn-01487390-a	
oewn-feminine__3.00.02..	oewn-feminine-a			oewn-01489504-a	
oewn-feminine__3.00.04..	oewn-feminine-a			oewn-01488294-a	
oewn-feminine__5.00.00.unstressed.00	oewn-feminine-a			oewn-02327967-s	
oewn-feminineness__1.07.00..	oewn-feminineness-n	feminineness	n	oewn-05016127-n	
oewn-femininity__1.07.00..	oewn-femininity-n			oewn-04674763-n	
oewn-feminisation__1.22.00..	oewn-feminisation-n	feminisation	n	oewn-13500808-n	
oewn-feminise__2.30.00..	oewn-feminise-v	feminise	v	oewn-00567399-v	vtaa vtai
oewn-feminise__2.30.01..	oewn-feminise-v	feminise	v	oewn-00568176-v	via
oewn-feminism__1.04.00..	oewn-feminism-n			oewn-00802082-n	
oewn-feminism__1.09.00..	oewn-feminism-n			oewn-05976640-n	
oewn-feminist__1.18.00..	oewn-feminist-n			oewn-10104404-n	
oewn-feminist__3.01.00..	oewn-feminist-a			oewn-02850242-a	
oewn-feminist_movement__1.04.00..	oewn-feminist_movement-n	feminist movement	n	oewn-00802082-n	
oewn-feminization__1.22.00..	oewn-feminization-n			oewn-13500808-n	
oewn-feminize__2.30.00..	oewn-feminize-v			oewn-00567399-v	vtaa vtai
oewn-feminize__2.30.01..	oewn-feminize-v			oewn-00568176-v	via
oewn-femme_fatale__1.18.00..	oewn-femme_fatale-n			oewn-10075218-n	
oewn-femoral__3.01.00..	oewn-femoral-a	femoral	a	oewn-02736753-a	
oewn-femoral_artery__1.08.00..	oewn-femoral_artery-n	femoral artery	n	oewn-05352795-n	
oewn-femoral_biceps__1.08.00..	oewn-femoral_biceps-n	femoral biceps	n	oewn-05586684-n	
oewn-femoral_nerve__1.08.00..	oewn-femoral_nerve-n	femoral nerve	n	oewn-05575737-n	
oewn-femoral_pulse__1.28.00..	oewn-femoral_pulse-n	femoral pulse	n	oewn-15306182-n	
oewn-femoral_vein__1.08.00..	oewn-femoral_vein-n	femoral vein	n	oewn-05374851-n	
oewn-femoris__1.08.00..	oewn-femoris-n	femoris	n	oewn-05581526-n	
oewn-femtochemistry__1.09.00..	oewn-femtochemistry-n	femtochemistry	n	oewn-06099652-n	
oewn-femtometer__1.23.00..	oewn-femtometer-n	femtometer	n	oewn-13679309-n	
oewn-femtometre__1.23.00..	oewn-femtometre-n	femtometre	n	oewn-13679309-n	
oewn-femtosecond__1.28.00..	oewn-femtosecond-n	femtosecond	n	oewn-15260484-n	
oewn-femtovolt__1.23.00..	oewn-femtovolt-n	femtovolt	n	oewn-13664588-n	
oewn-femur__1.08.00..	oewn-femur-n			oewn-05581526-n	
oewn-fen__1.17.00..	oewn-fen-n	fen	n	oewn-09370676-n	
oewn-fen__1.23.00..	oewn-fen-n	fen	n	oewn-13732324-n	
oewn-fen_orchid__1.20.00..	oewn-fen_orchid-n	fen orchid	n	oewn-12091213-n	
oewn-fen_orchis__1.20.00..	oewn-fen_orchis-n	fen orchis	n	oewn-12091213-n	
oewn-fence__1.06.00..	oewn-fence-n			oewn-03332179-n	
oewn-fence__1.18.00..	oewn-fence-n			oewn-10104870-n	
oewn-fence__2.32.00..	oewn-fence-v			oewn-00775477-v	via via-pp vtai
oewn-fence__2.33.00..	oewn-fence-v			oewn-01133033-v	vtai
oewn-fence__2.33.01..	oewn-fence-v			oewn-01149384-v	via
oewn-fence__2.35.00..	oewn-fence-v			oewn-01591055-v	vtai vtii
oewn-fence__2.40.00..	oewn-fence-v			oewn-02215536-v	via
oewn-fence_charger__1.06.01..	oewn-fence_charger-n	fence charger	n	oewn-92448676-n	
oewn-fence_energizer__1.06.01..	oewn-fence_energizer-n	fence energizer	n	oewn-92448676-n	
oewn-fence_in__2.33.00..	oewn-fence_in-v	fence in	v	oewn-01133033-v	vtai
oewn-fence_in__2.35.00..	oewn-fence_in-v	fence in	v	oewn-01591055-v	vtai vtii
oewn-fence_line__1.15.00..	oewn-fence_line-n	fence line	n	oewn-08532013-n	
oewn-fence_lizard__1.05.00..	oewn-fence_lizard-n	fence lizard	n	oewn-01683119-n	
oewn-fence_mending__1.10.00..	oewn-fence_mending-n	fence mending	n	oewn-06672754-n	
oewn-fence_rail__1.06.00..	oewn-fence_rail-n	fence rail	n	oewn-04290010-n	
oewn-fence--sitter__1.18.00..	oewn-fence-sitter-n	fence-sitter	n	oewn-10105113-n	
oewn-fencelike__5.00.00.enclosed.00	oewn-fencelike-a	fencelike	a	oewn-01662621-s	
oewn-fencer__1.18.00..	oewn-fencer-n			oewn-10104986-n	
oewn-fencer-apos-s_mask__1.06.00..	oewn-fencer-ap-s_mask-n	fencer's mask	n	oewn-03332498-n	
oewn-fencesitter__1.18.00..	oewn-fencesitter-n	fencesitter	n	oewn-10357201-n	
oewn-fencing__1.04.00..	oewn-fencing-n			oewn-01174134-n	
oewn-fencing__1.06.00..	oewn-fencing-n			oewn-03332179-n	
oewn-fencing__1.27.00..	oewn-fencing-n			oewn-14883251-n	
oewn-fencing_mask__1.06.00..	oewn-fencing_mask-n	fencing mask	n	oewn-03332498-n	
oewn-fencing_material__1.27.00..	oewn-fencing_material-n	fencing material	n	oewn-14883251-n	
oewn-fencing_stick__1.06.00..	oewn-fencing_stick-n	fencing stick	n	oewn-04230245-n	
oewn-fencing_sword__1.06.00..	oewn-fencing_sword-n	fencing sword	n	oewn-03332636-n	
oewn-fend__2.33.00..	oewn-fend-v	fend	v	oewn-01118334-v	vtai vtii
oewn-fend__2.41.00..	oewn-fend-v	fend	v	oewn-02594278-v	via-pp
oewn-fend_for__2.32.00..	oewn-fend_for-v	fend for	v	oewn-00896689-v	vtaa vtai vtia vtii
oewn-fend_off__2.41.00..	oewn-fend_off-v	fend off	v	oewn-02458770-v	vtai vtii
oewn-fender__1.06.00..	oewn-fender-n			oewn-02914504-n	
oewn-fender__1.06.01..	oewn-fender-n			oewn-03332786-n	
oewn-fender__1.06.02..	oewn-fender-n			oewn-03333021-n	
oewn-fender__1.06.03..	oewn-fender-n			oewn-03333146-n	
oewn-fender--bender__1.11.00..	oewn-fender-bender-n	fender-bender	n	oewn-07326158-n	
oewn-fenestella__1.06.00..	oewn-fenestella-n	fenestella	n	oewn-03702999-n	
oewn-fenestra__1.08.00..	oewn-fenestra-n	fenestra	n	oewn-05332926-n	
oewn-fenestra_cochleae__1.08.00..	oewn-fenestra_cochleae-n	fenestra cochleae	n	oewn-05333334-n	
oewn-fenestra_of_the_cochlea__1.08.00..	oewn-fenestra_of_the_cochlea-n	fenestra of the cochlea	n	oewn-05333334-n	
oewn-fenestra_of_the_vestibule__1.08.00..	oewn-fenestra_of_the_vestibule-n	fenestra of the vestibule	n	oewn-05333154-n	
oewn-fenestra_ovalis__1.08.00..	oewn-fenestra_ovalis-n	fenestra ovalis	n	oewn-05333154-n	
oewn-fenestra_rotunda__1.08.00..	oewn-fenestra_rotunda-n	fenestra rotunda	n	oewn-05333334-n	
oewn-fenestra_vestibuli__1.08.00..	oewn-fenestra_vestibuli-n	fenestra vestibuli	n	oewn-05333154-n	
oewn-fenestral__3.01.00..	oewn-fenestral-a	fenestral	a	oewn-02736887-a	
oewn-fenestral__3.01.01..	oewn-fenestral-a	fenestral	a	oewn-02736968-a	
oewn-fenestration__1.04.00..	oewn-fenestration-n	fenestration	n	oewn-00675805-n	
oewn-fenestration__1.07.00..	oewn-fenestration-n	fenestration	n	oewn-05083878-n	
oewn-feng_shui__1.09.00..	oewn-feng_shui-n			oewn-05924405-n	
oewn-fenland__1.17.00..	oewn-fenland-n	fenland	n	oewn-09370676-n	
oewn-fennel__1.13.00..	oewn-fennel-n			oewn-07830766-n	
oewn-fennel__1.13.01..	oewn-fennel-n			oewn-07833734-n	
oewn-fennel__1.13.02..	oewn-fennel-n			oewn-07833847-n	
oewn-fennel__1.20.00..	oewn-fennel-n			oewn-12959864-n	
oewn-fennel_flower__1.20.00..	oewn-fennel_flower-n	fennel flower	n	oewn-11757478-n	
oewn-fennel_seed__1.13.00..	oewn-fennel_seed-n	fennel seed	n	oewn-07834005-n	
oewn-fennic__1.10.00..	oewn-Fennic-n	Fennic	n	oewn-06969284-n	
oewn-fenoprofen__1.06.00..	oewn-fenoprofen-n	fenoprofen	n	oewn-03333337-n	
oewn-fenoprofen_calcium__1.06.00..	oewn-fenoprofen_calcium-n	fenoprofen calcium	n	oewn-03333337-n	
oewn-fentanyl__1.06.00..	oewn-Fentanyl-n			oewn-03333595-n	
oewn-fenugreek__1.13.00..	oewn-fenugreek-n			oewn-07834109-n	
oewn-fenugreek__1.20.00..	oewn-fenugreek-n			oewn-12594975-n	
oewn-fenugreek_seed__1.13.00..	oewn-fenugreek_seed-n	fenugreek seed	n	oewn-07834109-n	
oewn-fenusa_pusilla__1.05.00..	oewn-Fenusa_pusilla-n	Fenusa pusilla	n	oewn-02221667-n	
oewn-feoff__1.21.00..	oewn-feoff-n			oewn-13270826-n	
oewn-feosol__1.06.00..	oewn-Feosol-n	Feosol	n	oewn-03334003-n	
oewn-fer--de--lance__1.05.00..	oewn-fer-de-lance-n	fer-de-lance	n	oewn-01760782-n	
oewn-feral__5.00.00.wild.01	oewn-feral-a			oewn-02398088-s	
oewn-feral_man__1.18.00..	oewn-feral_man-n	feral man	n	oewn-84701154-n	
oewn-feral_person__1.18.00..	oewn-feral_person-n	feral person	n	oewn-10801360-n	
oewn-feral_woman__1.18.00..	oewn-feral_woman-n	feral woman	n	oewn-87023857-n	
oewn-fere_phenomenon__1.04.00..	oewn-Fere_phenomenon-n	Fere phenomenon	n	oewn-00861689-n	
oewn-fergon__1.06.00..	oewn-Fergon-n	Fergon	n	oewn-03334125-n	
oewn-fergusonite__1.27.00..	oewn-fergusonite-n	fergusonite	n	oewn-14699173-n	
oewn-feria__1.04.00..	oewn-feria-n			oewn-00518620-n	
oewn-feria__1.28.00..	oewn-feria-n			oewn-15188455-n	
oewn-ferial__3.01.00..	oewn-ferial-a			oewn-03004199-a	
oewn-ferine__5.00.00.wild.01	oewn-ferine-a			oewn-02398088-s	
oewn-fermata__1.07.00..	oewn-fermata-n			oewn-05059394-n	
oewn-fermata__1.10.00..	oewn-fermata-n			oewn-06880560-n	
oewn-ferment__1.22.00..	oewn-ferment-n			oewn-13596636-n	
oewn-ferment__1.26.00..	oewn-ferment-n			oewn-14002988-n	
oewn-ferment__1.27.00..	oewn-ferment-n			oewn-14762931-n	
oewn-ferment__2.30.00..	oewn-ferment-v			oewn-00459426-v	vii
oewn-ferment__2.30.01..	oewn-ferment-v			oewn-00459709-v	vtai vtii
oewn-ferment__2.37.00..	oewn-ferment-v			oewn-01765377-v	vtaa vtai vtia vtii
oewn-ferment__2.37.01..	oewn-ferment-v			oewn-01767155-v	via vii
oewn-fermentable__3.01.00..	oewn-fermentable-a	fermentable	a	oewn-02737081-a	
oewn-fermentation__1.22.00..	oewn-fermentation-n			oewn-13596636-n	
oewn-fermentation__1.26.00..	oewn-fermentation-n			oewn-14002988-n	
oewn-fermentation_alcohol__1.27.00..	oewn-fermentation_alcohol-n	fermentation alcohol	n	oewn-14733426-n	
oewn-fermenting__1.22.00..	oewn-fermenting-n	fermenting	n	oewn-13596636-n	
oewn-fermentologist__1.18.00..	oewn-fermentologist-n	fermentologist	n	oewn-09639603-n	
oewn-fermi__1.23.00..	oewn-fermi-n	fermi	n	oewn-13679309-n	
oewn-fermi--dirac_statistics__1.09.00..	oewn-Fermi-Dirac_statistics-n	Fermi-Dirac statistics	n	oewn-05886598-n	
oewn-fermion__1.17.00..	oewn-fermion-n			oewn-09302067-n	
oewn-fermium__1.27.00..	oewn-fermium-n			oewn-14661517-n	
oewn-fern__1.20.00..	oewn-fern-n			oewn-11566165-n	
oewn-fern_ally__1.20.00..	oewn-fern_ally-n	fern ally	n	oewn-11568013-n	
oewn-fern_family__1.20.00..	oewn-fern_family-n	fern family	n	oewn-13187236-n	
oewn-fern_genus__1.20.00..	oewn-fern_genus-n	fern genus	n	oewn-13187976-n	
oewn-fern_palm__1.20.00..	oewn-fern_palm-n	fern palm	n	oewn-11621784-n	
oewn-fern_rhapis__1.20.00..	oewn-fern_rhapis-n	fern rhapis	n	oewn-12616909-n	
oewn-fern_seed__1.20.00..	oewn-fern_seed-n	fern seed	n	oewn-11570473-n	
oewn-ferned__3.00.00..	oewn-ferned-a	ferned	a	oewn-00210671-a	
oewn-fernless__3.00.00..	oewn-fernless-a	fernless	a	oewn-00211142-a	
oewn-fernlike__5.00.00.ferned.00	oewn-fernlike-a	fernlike	a	oewn-00210982-s	
oewn-ferny__3.00.01..	oewn-ferny-a	ferny	a	oewn-00210671-a	
oewn-ferny__5.00.02.ferned.00	oewn-ferny-a	ferny	a	oewn-00210982-s	
oewn-ferocious__5.00.00.violent.00	oewn-ferocious-a			oewn-02521586-s	
oewn-ferociously__4.02.00..	oewn-ferociously-r	ferociously	r	oewn-00246861-r	
oewn-ferociousness__1.07.00..	oewn-ferociousness-n	ferociousness	n	oewn-04837920-n	
oewn-ferocity__1.07.00..	oewn-ferocity-n			oewn-05044968-n	
oewn-ferret__1.05.01..	oewn-ferret-n	ferret	n	oewn-02445977-n	
oewn-ferret__1.05.02..	oewn-ferret-n	ferret	n	oewn-02446115-n	
oewn-ferret__2.31.00..	oewn-ferret-v	ferret	v	oewn-00723989-v	via-that vtai
oewn-ferret__2.33.00..	oewn-ferret-v	ferret	v	oewn-01147016-v	via vtai
oewn-ferret__2.38.00..	oewn-ferret-v	ferret	v	oewn-02007924-v	vtaa vtai
oewn-ferret_badger__1.05.00..	oewn-ferret_badger-n	ferret badger	n	oewn-02451264-n	
oewn-ferret_out__2.31.00..	oewn-ferret_out-v	ferret out	v	oewn-00723989-v	via-that vtai
oewn-ferret--sized__5.00.00.sized.00	oewn-ferret-sized-a	ferret-sized	a	oewn-02231023-s	
oewn-ferric__3.01.00..	oewn-ferric-a			oewn-02737165-a	
oewn-ferric_oxide__1.27.00..	oewn-ferric_oxide-n	ferric oxide	n	oewn-14889951-n	
oewn-ferricyanic_acid__1.27.00..	oewn-ferricyanic_acid-n	ferricyanic acid	n	oewn-14890085-n	
oewn-ferricyanide__1.27.00..	oewn-ferricyanide-n	ferricyanide	n	oewn-14890194-n	
oewn-ferrimagnetism__1.19.00..	oewn-ferrimagnetism-n	ferrimagnetism	n	oewn-11500491-n	
oewn-ferris_wheel__1.06.00..	oewn-Ferris_wheel-n			oewn-03334247-n	
oewn-ferrite__1.27.00..	oewn-ferrite-n			oewn-14883352-n	
oewn-ferrite__1.27.01..	oewn-ferrite-n			oewn-14744853-n	
oewn-ferritin__1.27.00..	oewn-ferritin-n	ferritin	n	oewn-14890317-n	
oewn-ferrocerium__1.27.00..	oewn-ferrocerium-n	ferrocerium	n	oewn-14890520-n	
oewn-ferroconcrete__1.27.00..	oewn-ferroconcrete-n	ferroconcrete	n	oewn-14828967-n	
oewn-ferrocyanic_acid__1.27.00..	oewn-ferrocyanic_acid-n	ferrocyanic acid	n	oewn-14890641-n	
oewn-ferrocyanide__1.27.00..	oewn-ferrocyanide-n	ferrocyanide	n	oewn-14890756-n	
oewn-ferroelectric_material__1.27.01..	oewn-ferroelectric_material-n	ferroelectric material	n	oewn-92462437-n	
oewn-ferromagnet__1.27.01..	oewn-ferromagnet-n	ferromagnet	n	oewn-92467776-n	
oewn-ferromagnetic__3.01.00..	oewn-ferromagnetic-a	ferromagnetic	a	oewn-03014731-a	
oewn-ferromagnetism__1.19.00..	oewn-ferromagnetism-n	ferromagnetism	n	oewn-11500684-n	
oewn-ferrous__3.01.00..	oewn-ferrous-a			oewn-02737165-a	
oewn-ferrule__1.06.00..	oewn-ferrule-n			oewn-03334481-n	
oewn-ferry__1.04.00..	oewn-ferry-n			oewn-01108492-n	
oewn-ferry__1.06.00..	oewn-ferry-n			oewn-03334608-n	
oewn-ferry__2.38.00..	oewn-ferry-v			oewn-01953077-v	via-pp
oewn-ferry__2.38.01..	oewn-ferry-v			oewn-01953294-v	vtaa-pp vtai-pp
oewn-ferry__2.38.02..	oewn-ferry-v			oewn-01953533-v	vtaa-pp vtai-pp
oewn-ferry_driver__1.18.00..	oewn-ferry_driver-n	ferry driver	n	oewn-10105218-n	
oewn-ferryboat__1.06.00..	oewn-ferryboat-n			oewn-03334608-n	
oewn-ferrying__1.04.00..	oewn-ferrying-n	ferrying	n	oewn-01108492-n	
oewn-ferryman__1.18.00..	oewn-ferryman-n	ferryman	n	oewn-87974741-n	
oewn-ferrywoman__1.18.00..	oewn-ferrywoman-n	ferrywoman	n	oewn-86302529-n	
oewn-fertile__3.00.00..	oewn-fertile-a			oewn-01005108-a	
oewn-fertile__5.00.01.fruitful.00	oewn-fertile-a			oewn-01085028-s	
oewn-fertile__5.00.02.fruitful.00	oewn-fertile-a			oewn-01085803-s	
oewn-fertile__5.00.02.productive.00	oewn-fertile-a			oewn-01871917-s	
oewn-fertile_period__1.28.00..	oewn-fertile_period-n	fertile period	n	oewn-15313725-n	
oewn-fertile_phase__1.28.00..	oewn-fertile_phase-n	fertile phase	n	oewn-15313725-n	
oewn-fertilisation__1.11.00..	oewn-fertilisation-n	fertilisation	n	oewn-07451586-n	
oewn-fertilisation__1.11.01..	oewn-fertilisation-n	fertilisation	n	oewn-07449073-n	
oewn-fertilise__2.29.00..	oewn-fertilise-v	fertilise	v	oewn-00052265-v	vtaa
oewn-fertilise__2.30.00..	oewn-fertilise-v	fertilise	v	oewn-00503838-v	vtai
oewn-fertilise__2.30.01..	oewn-fertilise-v	fertilise	v	oewn-00505351-v	vtai
oewn-fertiliser__1.27.00..	oewn-fertiliser-n	fertiliser	n	oewn-14883495-n	
oewn-fertility__1.07.00..	oewn-fertility-n			oewn-05154833-n	
oewn-fertility__1.26.00..	oewn-fertility-n			oewn-14074976-n	
oewn-fertility__1.28.00..	oewn-fertility-n			oewn-15301413-n	
oewn-fertility_drug__1.06.00..	oewn-fertility_drug-n	fertility drug	n	oewn-03334825-n	
oewn-fertility_rate__1.28.00..	oewn-fertility_rate-n	fertility rate	n	oewn-15301413-n	
oewn-fertilizable__5.00.00.fertile.00	oewn-fertilizable-a	fertilizable	a	oewn-01005571-s	
oewn-fertilization__1.11.00..	oewn-fertilization-n	fertilization	n	oewn-07451586-n	
oewn-fertilization__1.11.01..	oewn-fertilization-n	fertilization	n	oewn-07449073-n	
oewn-fertilization_age__1.07.00..	oewn-fertilization_age-n	fertilization age	n	oewn-04932241-n	
oewn-fertilization_membrane__1.08.00..	oewn-fertilization_membrane-n	fertilization membrane	n	oewn-05326969-n	
oewn-fertilize__2.29.00..	oewn-fertilize-v			oewn-00052265-v	vtaa
oewn-fertilize__2.30.00..	oewn-fertilize-v			oewn-00503838-v	vtai
oewn-fertilize__2.30.01..	oewn-fertilize-v			oewn-00505351-v	vtai
oewn-fertilized_egg__1.05.00..	oewn-fertilized_egg-n	fertilized egg	n	oewn-01461483-n	
oewn-fertilized_ovum__1.08.00..	oewn-fertilized_ovum-n	fertilized ovum	n	oewn-05439502-n	
oewn-fertilizer__1.27.00..	oewn-fertilizer-n			oewn-14883495-n	
oewn-ferule__1.06.00..	oewn-ferule-n			oewn-03334947-n	
oewn-fervency__1.12.00..	oewn-fervency-n	fervency	n	oewn-07496515-n	
oewn-fervent__5.00.00.hot.01	oewn-fervent-a			oewn-01251747-s	
oewn-fervent__5.00.00.passionate.00	oewn-fervent-a			oewn-01730449-s	
oewn-fervently__4.02.00..	oewn-fervently-r			oewn-00341323-r	
oewn-fervid__5.00.00.hot.01	oewn-fervid-a			oewn-01251747-s	
oewn-fervid__5.00.00.passionate.00	oewn-fervid-a			oewn-01730449-s	
oewn-fervidly__4.02.00..	oewn-fervidly-r	fervidly	r	oewn-00341323-r	
oewn-fervidness__1.12.00..	oewn-fervidness-n	fervidness	n	oewn-07496515-n	
oewn-fervor__1.12.00..	oewn-fervor-n			oewn-07496515-n	
oewn-fervor__1.26.00..	oewn-fervor-n			oewn-14060493-n	
oewn-fervour__1.12.00..	oewn-fervour-n	fervour	n	oewn-07496515-n	
oewn-fervour__1.26.00..	oewn-fervour-n	fervour	n	oewn-14060493-n	
oewn-feryaz__1.06.01..	oewn-feryaz-n	feryaz	n	oewn-92464255-n	
oewn-fescue__1.20.00..	oewn-fescue-n			oewn-12142127-n	
oewn-fescue_grass__1.20.00..	oewn-fescue_grass-n	fescue grass	n	oewn-12142127-n	
oewn-fess__1.06.00..	oewn-fess-n	fess	n	oewn-03335065-n	
oewn-fess_up__2.32.00..	oewn-fess_up-v	fess up	v	oewn-00819570-v	via
oewn-fesse__1.06.00..	oewn-fesse-n	fesse	n	oewn-03335065-n	
oewn-festal__5.00.00.joyous.00	oewn-festal-a	festal	a	oewn-01370347-s	
oewn-fester__1.26.00..	oewn-fester-n			oewn-14207736-n	
oewn-fester__2.29.00..	oewn-fester-v			oewn-00096520-v	vibody
oewn-festering__1.08.00..	oewn-festering-n	festering	n	oewn-05424816-n	
oewn-festering__1.22.00..	oewn-festering-n	festering	n	oewn-13501092-n	
oewn-festinate__2.30.00..	oewn-festinate-v	festinate	v	oewn-00460453-v	via
oewn-festination__1.26.00..	oewn-festination-n	festination	n	oewn-14336581-n	
oewn-festival__1.04.00..	oewn-festival-n			oewn-00518784-n	
oewn-festival__1.28.00..	oewn-festival-n			oewn-15187435-n	
oewn-festival_of_lights__1.28.00..	oewn-Festival_of_Lights-n	Festival of Lights	n	oewn-15223868-n	
oewn-festive__5.00.00.joyous.00	oewn-festive-a			oewn-01370347-s	
oewn-festivity__1.04.00..	oewn-festivity-n	festivity	n	oewn-00428985-n	
oewn-festoon__1.06.00..	oewn-festoon-n			oewn-03335219-n	
oewn-festoon__1.06.01..	oewn-festoon-n			oewn-03335386-n	
oewn-festoon__1.06.02..	oewn-festoon-n			oewn-03335610-n	
oewn-festoon__2.36.00..	oewn-festoon-v			oewn-01684162-v	vtai
oewn-festoonery__1.06.00..	oewn-festoonery-n	festoonery	n	oewn-03335219-n	
oewn-festschrift__1.10.00..	oewn-festschrift-n			oewn-06418508-n	
oewn-festuca_elatior__1.20.00..	oewn-Festuca_elatior-n	Festuca elatior	n	oewn-12142127-n	
oewn-festuca_ovina__1.20.00..	oewn-Festuca_ovina-n	Festuca ovina	n	oewn-12142352-n	
oewn-fet__1.06.00..	oewn-FET-n	FET	n	oewn-03337729-n	
oewn-fetal__3.01.00..	oewn-fetal-a			oewn-02904071-a	
oewn-fetal_age__1.07.00..	oewn-fetal_age-n	fetal age	n	oewn-04932241-n	
oewn-fetal_alcohol_syndrome__1.26.00..	oewn-fetal_alcohol_syndrome-n	fetal alcohol syndrome	n	oewn-14328885-n	
oewn-fetal_circulation__1.08.00..	oewn-fetal_circulation-n	fetal circulation	n	oewn-05519626-n	
oewn-fetal_distress__1.26.00..	oewn-fetal_distress-n	fetal distress	n	oewn-14117356-n	
oewn-fetal_membrane__1.08.00..	oewn-fetal_membrane-n	fetal membrane	n	oewn-05318315-n	
oewn-fetal_monitor__1.06.00..	oewn-fetal_monitor-n	fetal monitor	n	oewn-03283825-n	
oewn-fetal_movement__1.04.00..	oewn-fetal_movement-n	fetal movement	n	oewn-00335000-n	
oewn-fetch__1.04.00..	oewn-fetch-n	fetch	n	oewn-00040654-n	
oewn-fetch__2.35.00..	oewn-fetch-v	fetch	v	oewn-01435927-v	vtaa vtai vtai-pp vtia vtii
oewn-fetch__2.35.03..	oewn-fetch-v	fetch	v	oewn-01436307-v	vtaa vtai vtia vtii
oewn-fetch__2.40.00..	oewn-fetch-v	fetch	v	oewn-02252172-v	vtii
oewn-fetch_up__2.30.00..	oewn-fetch_up-v	fetch up	v	oewn-00353212-v	via-ger
oewn-fetching__5.00.00.attractive.01	oewn-fetching-a	fetching	a	oewn-00169091-s	
oewn-fete__1.04.00..	oewn-fete-n			oewn-00518784-n	
oewn-fete__1.11.00..	oewn-fete-n			oewn-07464462-n	
oewn-fete__2.41.00..	oewn-fete-v			oewn-02496526-v	via vtaa vtai
oewn-fete_champetre__1.14.00..	oewn-fete_champetre-n	fete champetre	n	oewn-08272429-n	
