sourceNormalizedLemma	targetNormalizedLemma	sourceEntryId	targetEntryId	synsetId	partOfSpeech
بكري	عذراوي	awn4-ebe37ed65cefa	awn4-e10e8d0cbfab2	awn4-01487958-s	s
بكسل	باسترخاء	awn4-e282271e5b802	awn4-eb9003f9a7089	awn4-00363577-r	r
بكسل	ببطء	awn4-e282271e5b802	awn4-e1887fda25e8a	awn4-00207256-r	r
بكسل	بخمول	awn4-e282271e5b802	awn4-ee6e90ba3d6fd	awn4-00374926-r	r
بكسل	بلا عمل	awn4-e282271e5b802	awn4-e1f6e3c0072a4	awn4-00363577-r	r
بكسل	عنصر صورة	awn4-ef886cc218ca7	awn4-ec9a3e382a654	awn4-03958553-n	n
بكسل لذيذ	باسترخاء	awn4-e89fbd4cc6845	awn4-eb9003f9a7089	awn4-00388085-r	r
بكسينيا	جنس بكسينيا	awn4-ee8e013806110	awn4-ec29f4794b3cb	awn4-13085612-n	n
بكسينيا	شقران	awn4-ee8e013806110	awn4-e18e552cfa43d	awn4-13085612-n	n
بكفاءة	باتقان	awn4-e889cbdb293f0	awn4-eb6337fdc4499	awn4-00434890-r	r
بكفاءة	باقتدار	awn4-e889cbdb293f0	awn4-ee141ce62e06c	awn4-00186658-r	r
بكفاءة	بفعالية	awn4-eeb5ba51c4df0	awn4-e2116a5fd4070	awn4-00237570-r	r
بكفر	بتجديف	awn4-e14c26b2b66a8	awn4-e337ab0561817	awn4-00434644-r	r
بكفر	بفسوق	awn4-e14c26b2b66a8	awn4-e81027387d695	awn4-00368771-r	r
بكفر	دون تقوي	awn4-e14c26b2b66a8	awn4-e6cd157c92c0f	awn4-00368771-r	r
بكل	اغلق بابزيم	awn4-e25e118abd223	awn4-e4750fcc57c33	awn4-01551072-v	v
بكل اسف	لسوء الحظ	awn4-e424ebf18db04	awn4-e0fe1f141082b	awn4-00043179-r	r
بكل اسف	واحسرتاه	awn4-e424ebf18db04	awn4-e535fea5920d6	awn4-00043179-r	r
بكل الوسائل	بكل تاكيد	awn4-eb29d17ca521e	awn4-ea0f47733a28e	awn4-00057454-r	r
بكل تاكيد	بكل الوسائل	awn4-ea0f47733a28e	awn4-eb29d17ca521e	awn4-00057454-r	r
بكل تفان	من الالف للياء	awn4-e83805f2b9345	awn4-e058168fd8588	awn4-00148538-r	r
بكل سرور	برحابة صدر	awn4-e9c389387cc43	awn4-e5d9cb73cf972	awn4-00349906-r	r
بكل قوة	باستماتة	awn4-e1ddd19be530c	awn4-e06e633ffbe57	awn4-00173780-r	r
بكل معني الكلمة	تماما	awn4-e241bdbae8d77	awn4-e0b50d0b4cfe1	awn4-00158651-r	r
بكل معني الكلمة	حقيقي	awn4-e286f424084b5	awn4-ea6af804e817a	awn4-01944939-s	s
بكل معني الكلمة	حقيقي	awn4-e286f424084b5	awn4-ea6af804e817a	awn4-02478817-s	s
بكلتا الاذنين	ثنائي الاذن	awn4-e5b89c88a155a	awn4-ee61b4062e58a	awn4-00242009-a	a
بكلتا العينين	ثنائي العينية	awn4-eed983e19e185	awn4-e2e67a1c5bd9e	awn4-02883569-a	a
بكلويز	كوكل	awn4-efcea69c16f3a	awn4-ee6b8fda78f78	awn4-07803589-n	n
بكم	خرس	awn4-e1ee135b061ba	awn4-ee749837f6ca0	awn4-14575578-n	n
بكم	لا نطق	awn4-e1ee135b061ba	awn4-edd57daad7271	awn4-14109074-n	n
بكميات كبيرة	بسرعة هائلة	awn4-e9060cc7c4884	awn4-e5344f28e57ba	awn4-00148729-r	r
بكنك	نزهة خلوية	awn4-ea88e083929ab	awn4-e97e81e6ab406	awn4-07592003-n	n
بكور	حق البكورة	awn4-e7221a5468a03	awn4-e7df971172ddf	awn4-13284156-n	n
بكور	صباحي	awn4-e77cb87fb69c3	awn4-e7071e4af6e2b	awn4-02770252-a	a
بكورية	اذريون	awn4-e363f5a2b11d7	awn4-e8339814dbe7f	awn4-11963876-n	n
بكولي	رعوي	awn4-ec470ccdc07f8	awn4-e4a4ae24447b1	awn4-01806450-s	s
بكولي	رعوي	awn4-ec470ccdc07f8	awn4-e4a4ae24447b1	awn4-02058608-s	s
بكي (مع سيلان الانف)	خن	awn4-e2855714438f5	awn4-eec66e21dd522	awn4-00067045-v	v
بكي بصخب	ناح	awn4-e077d1838e060	awn4-ee92fa42be1bb	awn4-01049135-v	v
بكي بصوت متقطع	نشج	awn4-e737e380f8274	awn4-e58a77c17b094	awn4-00945764-v	v
بكياسة	بادب	awn4-e0f3ac1efc1c4	awn4-ef00b361d1474	awn4-00339616-r	r
بكياسة	بتحضر	awn4-e0f3ac1efc1c4	awn4-e9639a5a5dbe3	awn4-00339616-r	r
بكياسة	بتحضر	awn4-e0f3ac1efc1c4	awn4-e9639a5a5dbe3	awn4-00493348-r	r
بكياسة	بلباقة	awn4-e0f3ac1efc1c4	awn4-e12978bf6cc3c	awn4-00475301-r	r
بكياسة	بلطف	awn4-e0f3ac1efc1c4	awn4-ef8c6d763a877	awn4-00195866-r	r
بكياسة	بمراعاة	awn4-e0f3ac1efc1c4	awn4-ed61bb3d8303e	awn4-00184261-r	r
بكية اوهايو	كستناء الحصان اوهايو	awn4-eb0032c3b15ed	awn4-e9bf7752dcb80	awn4-12789693-n	n
بكية حلوة	كستناء الحصان الحلوة	awn4-e563833641276	awn4-e2c0f4d180dcb	awn4-12789569-n	n
بكية حمراء	كستناء الحصان الحمراء	awn4-e80cb06c2ddd1	awn4-e12df9edb1a08	awn4-12789979-n	n
بكية فرشاة الزجاج	كستناء الحصان القزمية	awn4-e371401e382c8	awn4-e195bc8f2a9fe	awn4-12789825-n	n
بكيد	بحقد	awn4-ef3c4a55e4140	awn4-e3b046bc49928	awn4-00310744-r	r
بكيد	بغل	awn4-ef3c4a55e4140	awn4-eba9d5fc2d6a0	awn4-00310744-r	r
بل	كلا	awn4-e57e7e0d33887	awn4-ee177688c47ee	awn4-00409589-r	r
بل	نعم	awn4-e57e7e0d33887	awn4-e695bf6d8bfb7	awn4-00499758-r	r
بلؤم	بخسة	awn4-e3bfcd26b2f61	awn4-e77926b6381f0	awn4-00305161-r	r
بلؤم	بخسة نفس	awn4-e605db040ae61	awn4-ee905ffe559bd	awn4-00399834-r	r
بلؤم	بنذالة	awn4-e3bfcd26b2f61	awn4-e80379447b3a3	awn4-00305161-r	r
بلا	لا يوجد	awn4-eca68617de527	awn4-e77090ff98d55	awn4-02276242-a	a
بلا اثر	غير مطروق	awn4-e04321172d9ce	awn4-e230aa37cb8f4	awn4-02463135-a	a
بلا اجر	غير مدفوع	awn4-e68f226cf6b1e	awn4-e19bf51b6351f	awn4-01714268-a	a
بلا احترام	باستخفاف	awn4-e07a958264ae8	awn4-e73bc9bd6bf79	awn4-00385104-r	r
بلا احساس	بشكل غير عاقل	awn4-eb7d89386e7ad	awn4-ea90183ece995	awn4-00062788-r	r
بلا احساس	بقسوة	awn4-e066baf33ee60	awn4-e738acec88f4a	awn4-00240256-r	r
بلا احساس	بلا روح	awn4-eb7d89386e7ad	awn4-e5a07be1f8359	awn4-00464697-r	r
بلا ادب	بوقاحة	awn4-eccf2da1267c9	awn4-ecc27851a8771	awn4-00220161-r	r
بلا ادني فكرة	جاهل تماما	awn4-e150294f4c47b	awn4-e08f8e0e56cea	awn4-01311691-s	s
بلا اذرع	مبتور الذراعين	awn4-e8a3524fb635f	awn4-e6e4e9f53f9c6	awn4-00148054-a	a
بلا ارادة	غير مقصود	awn4-efac3affb499e	awn4-e0f9a09f791a0	awn4-02532138-s	s
بلا اراقة دماء	غير دموي	awn4-e11d95f49fd68	awn4-eb69bfb3c1505	awn4-00250299-a	a
بلا ارتداد	خامد	awn4-e623d7f26a644	awn4-e4ac46782539b	awn4-00849276-s	s
بلا ارض	معدم	awn4-ee06ac0b22329	awn4-ee16597937cd1	awn4-00270760-a	a
بلا استثناء	عن بكرة ابيهم	awn4-ebc20d87b6084	awn4-ee015870a57dc	awn4-00173363-r	r
بلا اسنان	ادرد	awn4-e6b2b7fded45e	awn4-e054e26f82336	awn4-02448786-a	a
بلا اشرطة	بلا حمالات	awn4-e016183d55a84	awn4-e2db0fea00a32	awn4-02361028-s	s
بلا اصابع قدم	مبتور الاصابع	awn4-e80d8c14c4f20	awn4-e034212ebd07c	awn4-01036200-a	a
بلا اضاءة	غير منار	awn4-e9bec98dd092b	awn4-e8f6a2546ec46	awn4-00276851-s	s
بلا اضلاع	غير مضلع	awn4-eacbeb40922bd	awn4-ea29e6dd27417	awn4-02029031-a	a
بلا اعتدال	بافراط	awn4-ea695d25eae4e	awn4-e491b8a298683	awn4-00216671-r	r
بلا اعراض	عديم الاعراض	awn4-e27efce48d3a7	awn4-e58708856b33f	awn4-02551669-s	s
بلا اعمدة	غير معمد	awn4-e041bd97c2374	awn4-ee92e33230b6a	awn4-00142790-a	a
بلا اغصان	غير متفرع	awn4-eca826b45321b	awn4-e03cbeb6afd05	awn4-00617491-s	s
بلا اقدام	عديم القوائم	awn4-ec6aa89fd0f17	awn4-ee13a296d0630	awn4-01035465-a	a
بلا الم	دون وجع	awn4-ebbd99db31614	awn4-e23c0564ea432	awn4-00512235-r	r
بلا الم	غير مؤلم	awn4-e57e08e1a37cd	awn4-e1916487f764c	awn4-01717548-a	a
بلا امل	خاسر حتما	awn4-e0ee6371b8cf6	awn4-e684f7b08ab1d	awn4-02342846-s	s
بلا امل	ميؤوس منه	awn4-e0ee6371b8cf6	awn4-e7945638fac52	awn4-01828961-s	s
بلا انحناء	غير منحن	awn4-e304b7f67f875	awn4-e8b890af9f955	awn4-02322599-s	s
بلا انذار	غير معلن	awn4-ea41f8a4f3651	awn4-e541ecc2c1438	awn4-00933781-s	s
بلا انسانية	بوحشية	awn4-e56cbb3370540	awn4-ef6e92deaa579	awn4-00361234-r	r
بلا انف	اجذع	awn4-e5004a5b4f377	awn4-e8965b9cdf76b	awn4-01612491-a	a
بلا انقطاع	بلا توقف	awn4-e155762aac2a7	awn4-eb82fec53345d	awn4-00284287-r	r
بلا انقطاع	متصل	awn4-e789459c1f866	awn4-e0d4573004e76	awn4-00598545-s	s
بلا انياب	عاجز	awn4-ebcf475ca38e1	awn4-e2e2408702ee4	awn4-00839517-s	s
بلا اهتمام	شكليا	awn4-eca45cf95d7cd	awn4-e9bd6e66a654c	awn4-00261760-r	r
بلا اهداف	بلا نقاط	awn4-eaf39ac2e55cc	awn4-e2a3c9faeeb1d	awn4-02343111-s	s
بلا اولاد	عقيم	awn4-eb5b7db66047b	awn4-ea9d5f68382c4	awn4-01086686-s	s
بلا تاثر	بجمود	awn4-ed989faa14a69	awn4-e1c66a494d00a	awn4-00366590-r	r
بلا تاج	غير متوج	awn4-efb0ac80f6de5	awn4-eecc300c1137b	awn4-00657852-a	a
بلا تاريخ	غير مؤرخ	awn4-e8e7a103e1e70	awn4-e4b49d9587be6	awn4-00684950-s	s
بلا تجاعيد	بلا خطوط	awn4-e5b2e6d0b985e	awn4-e608e7a888a9e	awn4-02245722-s	s
بلا تحفظ	تماما	awn4-e2e5febc0a8e3	awn4-e0b50d0b4cfe1	awn4-00491284-r	r
بلا تحفظ	دون قيد	awn4-e92649654f053	awn4-eaec2756eb9a1	awn4-00231579-r	r
بلا تحويل	مباشر	awn4-e8b3d484098e4	awn4-ec0fe81170a32	awn4-00765711-s	s
بلا تدبير	باسراف	awn4-e12412d68e956	awn4-ec8ced178dae5	awn4-00480643-r	r
بلا تردد	بسخاء	awn4-ea3aa870b8217	awn4-e516d66109042	awn4-00353714-r	r
بلا تردد	بلا ضغينة	awn4-ef732bcab5b3f	awn4-e9f57e2525e70	awn4-01118715-s	s
بلا تردد	عازم	awn4-ef732bcab5b3f	awn4-eb7b46f70e9cc	awn4-00689201-s	s
بلا تردد	عن طيب خاطر	awn4-ea3aa870b8217	awn4-efb1628d19c62	awn4-00353714-r	r
بلا تساؤل	مسلم	awn4-e6e4ab4c9e130	awn4-e09ea2e41f345	awn4-00650003-s	s
بلا تسامح	بتعصب	awn4-e8260289cc285	awn4-ef912b1f254a5	awn4-00382827-r	r
بلا تشديد	غير مؤكد	awn4-ec2a16276d055	awn4-e2b133d4de55d	awn4-02328358-s	s
بلا تعاطف	غير ودي	awn4-e3cf3842ffca7	awn4-ed2723bec554d	awn4-01377387-s	s
بلا تفكير	اليا	awn4-e350f1bdf675c	awn4-e574c7a3a4996	awn4-00403803-r	r
بلا تفكير	باستهتار	awn4-e350f1bdf675c	awn4-e32cc80927354	awn4-00218444-r	r
بلا تفكير	بحماقة	awn4-e350f1bdf675c	awn4-ead547161a450	awn4-00403618-r	r
بلا تفكير	بلا معني	awn4-e350f1bdf675c	awn4-e4a3dd64c5058	awn4-00403618-r	r
بلا تفكير	غير متامل	awn4-e9d1264256eb9	awn4-e0842d21630f7	awn4-02429777-s	s
بلا تكلف	بلا مراسم	awn4-e37cd0bf27409	awn4-e85a401dec120	awn4-01048766-s	s
بلا توقف	بلا انقطاع	awn4-eb82fec53345d	awn4-e155762aac2a7	awn4-00284287-r	r
بلا توقف	كثيرا	awn4-ef7b3a7aa7156	awn4-e45dc5b1b9982	awn4-00170319-r	r
بلا ثغرات	محكم	awn4-e8a61701489d9	awn4-e9b42d78b7738	awn4-02535756-s	s
بلا ثمن	مجاني	awn4-e880d8b474f44	awn4-edc2211e8cd11	awn4-01714713-s	s
بلا جدال	بشكل قاطع	awn4-e05d6f7b1a4bd	awn4-e3dd653aa2a47	awn4-00485173-r	r
بلا جدوي	بشكل غير منتج	awn4-ec99dc89f6fd1	awn4-ebc4efc9ea9f0	awn4-00215382-r	r
بلا جدوي	بلا هدف	awn4-ec99dc89f6fd1	awn4-e65319af49ce8	awn4-00428539-r	r
بلا جدوي	دون نفع	awn4-ec99dc89f6fd1	awn4-e11d82fb42549	awn4-00435013-r	r
بلا جدوي	عبثا	awn4-ec99dc89f6fd1	awn4-e25cf4092d956	awn4-00031610-r	r
بلا جذع	عديم البنية	awn4-e98dcba1c6772	awn4-ef80827753ca3	awn4-00632110-s	s
بلا جسد	غير متجسد	awn4-eaf093a7f153e	awn4-e38b60675b4c2	awn4-00633881-s	s
بلا جسد	غير مجسد	awn4-e968b0c0a2cc2	awn4-e613c3e54a39f	awn4-00631987-a	a
بلا جمال	غير جذاب	awn4-eb59192896998	awn4-ec792e0d7a7d5	awn4-00224041-s	s
بلا جهد	يسير	awn4-ee1b34b225bf2	awn4-ec3d34875e703	awn4-00753353-s	s
بلا جوهر	مصطنع	awn4-e823da432cca9	awn4-e56a96c14293c	awn4-01576718-s	s
بلا حدود	بشكل لا نهائي	awn4-e31b4a5b4490c	awn4-ee33801815b82	awn4-00226881-r	r
بلا حدود	بشكل لا يقاس	awn4-e31b4a5b4490c	awn4-e860dbf74e351	awn4-00226881-r	r
بلا حدود	بما لا يقاس	awn4-e59683ac1c2fa	awn4-e3db34e3e2f7d	awn4-00047083-r	r
بلا حدود	غير محاط	awn4-e2d1fefa3e349	awn4-e21b346b4f8bb	awn4-00260122-a	a
بلا حدود	غير محدود	awn4-eb279840af777	awn4-e1bc822778b1c	awn4-01418456-a	a
بلا حدود	لامحدود	awn4-e4f26420432a5	awn4-e79247acbc497	awn4-01011246-s	s
بلا حذاء	حاف	awn4-e5775ce209d6c	awn4-eb537dfee9382	awn4-02164101-s	s
بلا حراك	بسكون تام	awn4-e8ace5b42084d	awn4-eaa4de8afbcc4	awn4-00469307-r	r
بلا حراك	كالميت	awn4-e8ace5b42084d	awn4-e00ead4cada87	awn4-00391087-r	r
بلا حزام	غير محزم	awn4-e672ceb63eee1	awn4-e062d9707c168	awn4-00225275-a	a
بلا حق	غير مستحق	awn4-efc452a1924a2	awn4-ed5f3c4fc3f91	awn4-00856810-s	s
بلا حليب	جافة الضرع	awn4-e9430088b06e0	awn4-e700d74417456	awn4-02565433-s	s
بلا حماس	بفتور	awn4-e21d0c2a9d7c3	awn4-ef26f53c1d85f	awn4-00354384-r	r
بلا حماس	بقلب غير حاضر	awn4-e21d0c2a9d7c3	awn4-ef0840e73474d	awn4-00354384-r	r
بلا حمالات	بلا اشرطة	awn4-e2db0fea00a32	awn4-e016183d55a84	awn4-02361028-s	s
بلا حماية	اعزل	awn4-e5919bca43030	awn4-efe736128b3e9	awn4-02534191-s	s
بلا حماية	بانكشاف	awn4-ecfdffc926763	awn4-ea6d213718930	awn4-00408380-r	r
بلا حياة	كالميت	awn4-ee83047e7bf9f	awn4-e9dfa2d0b8938	awn4-00306284-r	r
بلا حيوية	برتابة	awn4-e22f736e2f68c	awn4-e943678fb4a69	awn4-00391203-r	r
بلا حيوية	خامل	awn4-ef654a2d82902	awn4-eb482882305fd	awn4-00120219-a	a
بلا خجل	بوقاحة	awn4-e181c6c4dc310	awn4-ecc27851a8771	awn4-00210827-r	r
بلا خجل	بوقاحة	awn4-e181c6c4dc310	awn4-ecc27851a8771	awn4-00486391-r	r
بلا خجل	عديم الحياء	awn4-ecf4a966e5387	awn4-e016443c9afe5	awn4-00156987-s	s
بلا خطا	بدقة لا تخطئ	awn4-e1584c6f91743	awn4-e998410e0565c	awn4-00233788-r	r
بلا خطوط	بلا تجاعيد	awn4-e608e7a888a9e	awn4-e5b2e6d0b985e	awn4-02245722-s	s
بلا خلاف	دون جدل	awn4-e7fe349c50ff0	awn4-e312b78fb1a99	awn4-00304163-r	r
بلا خوف	بشجاعة	awn4-eda98910ae22a	awn4-ed418c56ba654	awn4-00201116-r	r
بلا خيال	برتابة	awn4-e78a9231437fc	awn4-e943678fb4a69	awn4-00435530-r	r
بلا خيال	بشكل عادي	awn4-e78a9231437fc	awn4-e398e5d18c486	awn4-00435530-r	r
بلا دافع	عابث	awn4-e595a220fd0dc	awn4-ec4d6bc259a3c	awn4-01563663-s	s
بلا دافع	غير مستفز	awn4-e595a220fd0dc	awn4-e2d68652250d0	awn4-01563663-s	s
بلا دخان	غير مدخن	awn4-e4a612dda26a2	awn4-ecd1e3d428754	awn4-02242230-a	a
بلا دفاع	اعزل	awn4-eb39882563727	awn4-efe736128b3e9	awn4-00144644-s	s
بلا دفاع	بعجز	awn4-e233962a99915	awn4-e0f948aea05ce	awn4-00307452-r	r
بلا دفاع	دون حماية	awn4-e233962a99915	awn4-e014e44881b9a	awn4-00307452-r	r
بلا دفع	غير دافع	awn4-e62b974468484	awn4-e72edde6d5e60	awn4-01714874-s	s
بلا دماء	سلمي	awn4-e9fb9b731b10b	awn4-e00144d1238f9	awn4-00250442-s	s
بلا دموع	جاف العينين	awn4-e2ed465d86a89	awn4-ef88050e44f31	awn4-02483452-a	a
بلا دنس	نقي	awn4-e664b83c65d87	awn4-e000efa76ded6	awn4-01911319-s	s
بلا ذوق	رديء المظهر	awn4-ebccfaed22731	awn4-e2ea3849db7cb	awn4-00979530-s	s
بلا ذيل	عديم الذيل	awn4-ee8e20423eb83	awn4-ed6e4fccd16d3	awn4-00321883-s	s
بلا رائحة	عديم العبير	awn4-e52e1c8f9b354	awn4-e2050d505fc7a	awn4-01061728-s	s
بلا راتب	غير ماجور	awn4-e0c7bf2d6e72f	awn4-e4edc1250a0c7	awn4-01715399-s	s
بلا راس	مقطوع الراس	awn4-e36b8a6550408	awn4-e58331d7804bb	awn4-01187805-a	a
بلا ربح	عديم الجدوي	awn4-ec8895c2f6bfc	awn4-e60fa0aaecda8	awn4-02023509-s	s
بلا رتوشة	علي حقيقته	awn4-e749168ffe0ba	awn4-eb83b854a6ba9	awn4-00769226-s	s
بلا رحمة	بقسوة	awn4-e11a9d1e31f67	awn4-ede2991cd94f2	awn4-00447656-r	r
بلا رحمة	بقسوة بالغة	awn4-e11a9d1e31f67	awn4-e8902b8509384	awn4-00402381-r	r
بلا رحمة	بوحشية	awn4-e11a9d1e31f67	awn4-ef6e92deaa579	awn4-00447656-r	r
بلا رحمة	عديم الشفقة	awn4-ec5013bc56760	awn4-e6bcfd2632013	awn4-01511765-s	s
بلا رصيد	مرفوض	awn4-e7d97a88d7604	awn4-ee4a8908d5e6b	awn4-01132700-s	s
بلا رفيق	وحيد	awn4-e6f6522bc2dba	awn4-ee8a3f4ecb085	awn4-02258956-s	s
بلا رقيب	بلا سيد	awn4-e93cc17a7c865	awn4-e3e9f2d5b665f	awn4-00603523-s	s
بلا روح	بلا احساس	awn4-e5a07be1f8359	awn4-eb7d89386e7ad	awn4-00464697-r	r
بلا روح	جامد المشاعر	awn4-edc6e00693df5	awn4-edc7177bb66d4	awn4-02115271-s	s
بلا رومانسية	بواقعية جافة	awn4-e7a479d500735	awn4-ef751f731dcac	awn4-00472665-r	r
بلا رياح	ساكن الريح	awn4-e164eb9003c3e	awn4-ecc3eb68be234	awn4-00304378-s	s
بلا ريب	مما لا يمكن انكاره	awn4-e45489b20c992	awn4-eeea9ebf56647	awn4-00488100-r	r
بلا ريش	امعط	awn4-e06479b8ea861	awn4-e82efc39bbefb	awn4-01002749-a	a
بلا زخارف	مقتصد في الكماليات	awn4-eeb636f911343	awn4-eb151b3739174	awn4-00904824-s	s
بلا سبب	اتفاقي	awn4-ee4a1b4b2b4e0	awn4-e1df7487cd238	awn4-01342240-s	s
بلا سبب	بلا مبرر	awn4-e233a660925d2	awn4-eb5bb813eb059	awn4-00352500-r	r
بلا سبب	بلا مبرر	awn4-ee4a1b4b2b4e0	awn4-e9bbe21fc7edd	awn4-01563435-s	s
بلا ستائر	غير مستور	awn4-e2bd598d5de61	awn4-e79b00af6a31c	awn4-00675344-a	a
بلا سجاد	غير مفروش بالسجاد	awn4-eaac178013e2f	awn4-ed2a2b8953f40	awn4-00317374-a	a
بلا سقف	مكشوف	awn4-e627161bbde81	awn4-e53667c209576	awn4-01704746-a	a
بلا سند	غير مدعوم	awn4-e1f3d086a62ef	awn4-e66d42feaddc8	awn4-02361582-a	a
بلا سيد	بلا رقيب	awn4-e3e9f2d5b665f	awn4-e93cc17a7c865	awn4-00603523-s	s
بلا شائبة	بنظافة تامة	awn4-e27fbfcf7220c	awn4-e6040562bfd7f	awn4-00466561-r	r
بلا شائبة	ناصع	awn4-e19b6c19d953e	awn4-e57218fac128c	awn4-00247880-a	a
بلا شائبة	ناصع	awn4-efddac4b51bdf	awn4-e521fac9058d6	awn4-00419883-s	s
بلا شائبة	نقي	awn4-efddac4b51bdf	awn4-e000efa76ded6	awn4-00248114-s	s
بلا شح	بسخاء	awn4-ededa83c9e6e4	awn4-e516d66109042	awn4-00491623-r	r
بلا شروط	دون قيد	awn4-eec7afaa773f4	awn4-eaec2756eb9a1	awn4-00294119-r	r
بلا شعر	اجرد	awn4-eb13777e2e5a8	awn4-e9e00046a5372	awn4-00212038-a	a
بلا شعر	اصلع	awn4-eb13777e2e5a8	awn4-e466889ec717f	awn4-00212038-a	a
بلا شعور	بتحجر قلب	awn4-e4d1d851d1db8	awn4-e1967f1a3a849	awn4-00340873-r	r
بلا شعور	بقسوة	awn4-e4d1d851d1db8	awn4-ede2991cd94f2	awn4-00340873-r	r
بلا شعور	جامد	awn4-ebcc89fad43bc	awn4-e3e000b30e8ff	awn4-00118565-a	a
بلا شغف	بارد المشاعر	awn4-e4603be199560	awn4-e9859a1cc4e73	awn4-01731671-a	a
بلا شفقة	دون مسامحة	awn4-e3673b656f4b9	awn4-e3de79efc1811	awn4-00344853-r	r
بلا شفقة	قاسي القلب	awn4-e10634c757615	awn4-ecd578879cfcd	awn4-01267289-s	s
بلا شك	بالتاكيد	awn4-e4c31c44afd59	awn4-e1d9ad9f8b46c	awn4-00268242-r	r
بلا شك	بالتاكيد	awn4-e56f984a69977	awn4-ef910dcd0e35c	awn4-00037329-r	r
بلا شك	بالتاكيد	awn4-e56f984a69977	awn4-ef910dcd0e35c	awn4-00053690-r	r
بلا شك	بسهولة	awn4-e56f984a69977	awn4-eb14c9153b5a7	awn4-00054973-r	r
بلا شك	بشكل قاطع	awn4-e56f984a69977	awn4-e3dd653aa2a47	awn4-00037329-r	r
بلا شك	بشكل لا جدال فيه	awn4-e56f984a69977	awn4-e55ccea2da4ed	awn4-00439469-r	r
بلا شك	مما لا شك فيه	awn4-e56f984a69977	awn4-ece4570de6639	awn4-00151192-r	r
بلا شك	مما لا شك فيه	awn4-e56f984a69977	awn4-ece4570de6639	awn4-00375046-r	r
بلا شك	من دون شك	awn4-e56f984a69977	awn4-e7f3bf33ac560	awn4-00079373-r	r
بلا شكل	بشكل غير محدد	awn4-e74b26fee1323	awn4-e9a80facdff3e	awn4-00345338-r	r
بلا شكل	دون تناسق	awn4-e74b26fee1323	awn4-e92977c68d341	awn4-00453699-r	r
بلا شكوي	دون تذمر	awn4-e9b608568d9fb	awn4-eaca88b0f493c	awn4-00289406-r	r
بلا صدفة	مقشور	awn4-e37dc09bad724	awn4-ec94c56b6691b	awn4-02607322-a	a
بلا صلة بالموضوع	في غير محله	awn4-e1863e3df5d40	awn4-e66e1835ec602	awn4-00384582-r	r
بلا صوت	مهموس	awn4-e66e4cb9a3897	awn4-e3a4a761ffb11	awn4-00175980-s	s
بلا ضابط	بجنون	awn4-ea797502d77e3	awn4-e0890e751fbab	awn4-00274935-r	r
بلا ضجيج	بصمت	awn4-ef6aed980c7d9	awn4-e6b6816d770b7	awn4-00464818-r	r
بلا ضجيج	صامت	awn4-eeddd067cc34f	awn4-e539f73328d6c	awn4-01925681-s	s
بلا ضرورة	بشكل زائد	awn4-ef33736c684e1	awn4-eef4b6dc26975	awn4-00473095-r	r
بلا ضغينة	بلا تردد	awn4-e9f57e2525e70	awn4-ef732bcab5b3f	awn4-01118715-s	s
بلا ضغينة	غير حاقد	awn4-e9f57e2525e70	awn4-e181ea7dc7763	awn4-00118046-s	s
بلا ضمان	غير مضمون	awn4-e38fbf9b21631	awn4-ec471d264f5f4	awn4-02102473-s	s
بلا ضمير	بتجرد من المبادئ	awn4-edbca2f791137	awn4-e8ce4c8bfc34c	awn4-00491479-r	r
بلا ضوابط	غير منظم	awn4-eadea300b1b59	awn4-ecf690edbb597	awn4-01677042-s	s
بلا ضوابط	متساهل	awn4-eadea300b1b59	awn4-e08972659b3a9	awn4-01399508-s	s
بلا طائل	دون جدوي	awn4-e96505ad8ab69	awn4-e510702221743	awn4-00327539-r	r
بلا طائل	عبثا	awn4-ea0601c0e78c1	awn4-e25cf4092d956	awn4-00493636-r	r
بلا طاقة	بخمول	awn4-e4e70aedfb8f2	awn4-ee6e90ba3d6fd	awn4-00390494-r	r
بلا طبقات	مساواتي	awn4-ec8d748a1db22	awn4-ee77e179840a5	awn4-00719121-s	s
بلا طبقة	منبوذ طبقيا	awn4-e413679ef496c	awn4-e3f144b94ecf3	awn4-02538761-s	s
بلا طعام	فاقد الغذاء	awn4-ee7486d8e3802	awn4-e838bed9f24eb	awn4-02308788-s	s
بلا طموح	غير طموح	awn4-e4250034693a6	awn4-e96da699f064c	awn4-00105822-a	a
بلا طوق	بدون ياقة	awn4-eb3516b01848f	awn4-ed27942908f0b	awn4-02710187-a	a
بلا ظهر	مكشوف الظهر	awn4-e65f070f3867e	awn4-e2d2c75b30933	awn4-00202722-a	a
بلا عاطفة	بجمود	awn4-eba532d8dced3	awn4-e1c66a494d00a	awn4-00187293-r	r
بلا عاطفة	بواقعية جافة	awn4-eba532d8dced3	awn4-ef751f731dcac	awn4-00451658-r	r
بلا عاطفة	خال من المشاعر	awn4-e508181977938	awn4-e3d3e4357d678	awn4-01261062-s	s
بلا عبء	خفيف الحمل	awn4-ef2ff13d6f7cd	awn4-e926cc937228e	awn4-00872446-s	s
بلا عذر	غير معذر	awn4-e2d71265fd0f6	awn4-ee8dea1a0fdc4	awn4-02375186-s	s
بلا عظام	رخو	awn4-e9f3fd4879b82	awn4-e72ed32ea6fbe	awn4-00297220-a	a
بلا عقاب	غير معاقب	awn4-ea7f79550228c	awn4-e1a70ef580eb9	awn4-01908283-a	a
